codigo_CIE_10,Descripcion Codigo Cie X,Codigo_dx_agrupado,Cod_capitulo_dx,Codigo _sub_grupo_dx,cod_sexo,Edad Minima,Edad maxima
X324,EXPOSICION A RAYOS SOLARES: CALLES Y CARRETERAS,X32,XX,X3,A,0,999
X325,EXPOSICION A RAYOS SOLARES: COMERCIO Y AREAS DE SERVICIO,X32,XX,X3,A,0,999
X326,EXPOSICION A RAYOS SOLARES: AREA INDUSTRIAL Y DE LA CONSTRUCCION,X32,XX,X3,A,0,999
X327,EXPOSICION A RAYOS SOLARES: GRANJA,X32,XX,X3,A,0,999
X328,EXPOSICION A RAYOS SOLARES: OTRO LUGAR ESPECIFICADO,X32,XX,X3,A,0,999
X329,EXPOSICION A RAYOS SOLARES: LUGAR NO ESPECIFICADO,X32,XX,X3,A,0,999
X330,VICTIMA DE RAYO: VIVIENDA,X33,XX,X3,A,0,999
X331,VICTIMA DE RAYO: INSTITUCION RESIDENCIAL,X33,XX,X3,A,0,999
X332,VICTIMA DE RAYO: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS,X33,XX,X3,A,0,999
X333,VICTIMA DE RAYO: AREAS DE DEPORTE Y ATLETISMO,X33,XX,X3,A,0,999
X334,VICTIMA DE RAYO: CALLES Y CARRETERAS,X33,XX,X3,A,0,999
X335,VICTIMA DE RAYO: COMERCIO Y AREAS DE SERVICIO,X33,XX,X3,A,0,999
X336,VICTIMA DE RAYO: AREA INDUSTRIAL Y DE LA CONSTRUCCION,X33,XX,X3,A,0,999
X337,VICTIMA DE RAYO: GRANJA,X33,XX,X3,A,0,999
X338,VICTIMA DE RAYO: OTRO LUGAR ESPECIFICADO,X33,XX,X3,A,0,999
X339,VICTIMA DE RAYO: LUGAR NO ESPECIFICADO,X33,XX,X3,A,0,999
X340,VICTIMA DE TERREMOTO: VIVIENDA,X34,XX,X3,A,0,999
X341,VICTIMA DE TERREMOTO: INSTITUCION RESIDENCIAL,X34,XX,X3,A,0,999
X342,VICTIMA DE TERREMOTO: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS,X34,XX,X3,A,0,999
X343,VICTIMA DE TERREMOTO: AREAS DE DEPORTE Y ATLETISMO,X34,XX,X3,A,0,999
X344,VICTIMA DE TERREMOTO: CALLES Y CARRETERAS,X34,XX,X3,A,0,999
X345,VICTIMA DE TERREMOTO: COMERCIO Y AREAS DE SERVICIO,X34,XX,X3,A,0,999
X346,VICTIMA DE TERREMOTO: AREA INDUSTRIAL Y DE LA CONSTRUCCION,X34,XX,X3,A,0,999
X347,VICTIMA DE TERREMOTO: GRANJA,X34,XX,X3,A,0,999
X348,VICTIMA DE TERREMOTO: OTRO LUGAR ESPECIFICADO,X34,XX,X3,A,0,999
X349,VICTIMA DE TERREMOTO: LUGAR NO ESPECIFICADO,X34,XX,X3,A,0,999
X350,VICTIMA DE ERUPCION VOLCANICA: VIVIENDA,X35,XX,X3,A,0,999
X351,VICTIMA DE ERUPCION VOLCANICA: INSTITUCION RESIDENCIAL,X35,XX,X3,A,0,999
X352,VICTIMA DE ERUPCION VOLCANICA: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS,X35,XX,X3,A,0,999
X353,VICTIMA DE ERUPCION VOLCANICA: AREAS DE DEPORTE Y ATLETISMO,X35,XX,X3,A,0,999
X354,VICTIMA DE ERUPCION VOLCANICA: CALLES Y CARRETERAS,X35,XX,X3,A,0,999
X355,VICTIMA DE ERUPCION VOLCANICA: COMERCIO Y AREAS DE SERVICIO,X35,XX,X3,A,0,999
X356,VICTIMA DE ERUPCION VOLCANICA: AREA INDUSTRIAL Y DE LA CONSTRUCCION,X35,XX,X3,A,0,999
X357,VICTIMA DE ERUPCION VOLCANICA: GRANJA,X35,XX,X3,A,0,999
X358,VICTIMA DE ERUPCION VOLCANICA: OTRO LUGAR ESPECIFICADO,X35,XX,X3,A,0,999
X359,VICTIMA DE ERUPCION VOLCANICA: LUGAR NO ESPECIFICADO,X35,XX,X3,A,0,999
X360,VICTIMA DE AVALANCHA DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA: VIVIENDA,X36,XX,X3,A,0,999
X361,VICTIMA DE AVALANCHA DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA: INSTITUCION RESIDENCIAL,X36,XX,X3,A,0,999
X362,VICTIMA DE AVALANCHA DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS,X36,XX,X3,A,0,999
X363,VICTIMA DE AVALANCHA DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA: AREAS DE DEPORTE Y ATLETISMO,X36,XX,X3,A,0,999
X364,VICTIMA DE AVALANCHA DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA: CALLES Y CARRETERAS,X36,XX,X3,A,0,999
X365,VICTIMA DE AVALANCHA DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA: COMERCIO Y AREAS DE SERVICIO,X36,XX,X3,A,0,999
X366,VICTIMA DE AVALANCHA DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA: AREA INDUSTRIAL Y DE LA CONSTRUCCION,X36,XX,X3,A,0,999
X367,VICTIMA DE AVALANCHA DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA: GRANJA,X36,XX,X3,A,0,999
X368,VICTIMA DE AVALANCHA DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA: OTRO LUGAR ESPECIFICADO,X36,XX,X3,A,0,999
X369,VICTIMA DE AVALANCHA DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA: LUGAR NO ESPECIFICADO,X36,XX,X3,A,0,999
X370,VICTIMA DE TORMENTA CATACLISMICA: VIVIENDA,X37,XX,X3,A,0,999
X371,VICTIMA DE TORMENTA CATACLISMICA: INSTITUCION RESIDENCIAL,X37,XX,X3,A,0,999
X372,VICTIMA DE TORMENTA CATACLISMICA: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS,X37,XX,X3,A,0,999
X373,VICTIMA DE TORMENTA CATACLISMICA: AREAS DE DEPORTE Y ATLETISMO,X37,XX,X3,A,0,999
X374,VICTIMA DE TORMENTA CATACLISMICA: CALLES Y CARRETERAS,X37,XX,X3,A,0,999
X375,VICTIMA DE TORMENTA CATACLISMICA: COMERCIO Y AREAS DE SERVICIO,X37,XX,X3,A,0,999
X376,VICTIMA DE TORMENTA CATACLISMICA: AREA INDUSTRIAL Y DE LA CONSTRUCCION,X37,XX,X3,A,0,999
X377,VICTIMA DE TORMENTA CATACLISMICA: GRANJA,X37,XX,X3,A,0,999
X378,VICTIMA DE TORMENTA CATACLISMICA: OTRO LUGAR ESPECIFICADO,X37,XX,X3,A,0,999
X379,VICTIMA DE TORMENTA CATACLISMICA: LUGAR NO ESPECIFICADO,X37,XX,X3,A,0,999
X380,VICTIMA DE INUNDACION: VIVIENDA,X38,XX,X3,A,0,999
X381,VICTIMA DE INUNDACION: INSTITUCION RESIDENCIAL,X38,XX,X3,A,0,999
X382,VICTIMA DE INUNDACION: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS,X38,XX,X3,A,0,999
X383,VICTIMA DE INUNDACION: AREAS DE DEPORTE Y ATLETISMO,X38,XX,X3,A,0,999
X384,VICTIMA DE INUNDACION: CALLES Y CARRETERAS,X38,XX,X3,A,0,999
X385,VICTIMA DE INUNDACION: COMERCIO Y AREAS DE SERVICIO,X38,XX,X3,A,0,999
X386,VICTIMA DE INUNDACION: AREA INDUSTRIAL Y DE LA CONSTRUCCION,X38,XX,X3,A,0,999
X387,VICTIMA DE INUNDACION: GRANJA,X38,XX,X3,A,0,999
X388,VICTIMA DE INUNDACION: OTRO LUGAR ESPECIFICADO,X38,XX,X3,A,0,999
X389,VICTIMA DE INUNDACION: LUGAR NO ESPECIFICADO,X38,XX,X3,A,0,999
X390,EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA Y LAS NO ESPECIFICADAS: VIVIENDA,X39,XX,X3,A,0,999
X391,EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA Y LAS NO ESPECIFICADAS: INSTITUCION RESIDENCIAL,X39,XX,X3,A,0,999
X392,EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA Y LAS NO ESPECIFICADAS: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS,X39,XX,X3,A,0,999
X393,EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA Y LAS NO ESPECIFICADAS: AREAS DE DEPORTE Y ATLETISMO,X39,XX,X3,A,0,999
X394,EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA Y LAS NO ESPECIFICADAS: CALLES Y CARRETERAS,X39,XX,X3,A,0,999
X395,EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA Y LAS NO ESPECIFICADAS: COMERCIO Y AREAS DE SERVICIO,X39,XX,X3,A,0,999
X396,EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA Y LAS NO ESPECIFICADAS: AREA INDUSTRIAL Y DE LA CONSTRUCCION,X39,XX,X3,A,0,999
X397,EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA Y LAS NO ESPECIFICADAS: GRANJA,X39,XX,X3,A,0,999
X398,EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA Y LAS NO ESPECIFICADAS: OTRO LUGAR ESPECIFICADO,X39,XX,X3,A,0,999
X399,EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA Y LAS NO ESPECIFICADAS: LUGAR NO ESPECIFICADO,X39,XX,X3,A,0,999
X400,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A ANALGESICOS NO NARCOTICOS ANTIPIRETICOS Y ANTIRREUMATICOS: VIVIENDA,X40,XX,X4,A,0,999
X401,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A ANALGESICOS NO NARCOTICOS ANTIPIRETICOS Y ANTIRREUMATICOS: INSTITUCION RESIDENCIAL,X40,XX,X4,A,0,999
X402,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A ANALGESICOS NO NARCOTICOS ANTIPIRETICOS Y ANTIRREUMATICOS: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS,X40,XX,X4,A,0,999
X403,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A ANALGESICOS NO NARCOTICOS ANTIPIRETICOS Y ANTIRREUMATICOS: AREAS DE DEPORTE Y ATLETISMO,X40,XX,X4,A,0,999
X404,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A ANALGESICOS NO NARCOTICOS ANTIPIRETICOS Y ANTIRREUMATICOS: CALLES Y CARRETERAS,X40,XX,X4,A,0,999
X405,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A ANALGESICOS NO NARCOTICOS ANTIPIRETICOS Y ANTIRREUMATICOS: COMERCIO Y AREAS DE SERVICIO,X40,XX,X4,A,0,999
X406,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A ANALGESICOS NO NARCOTICOS ANTIPIRETICOS Y ANTIRREUMATICOS: AREA INDUSTRIAL Y DE LA CONSTRUCCION,X40,XX,X4,A,0,999
X407,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A ANALGESICOS NO NARCOTICOS ANTIPIRETICOS Y ANTIRREUMATICOS: GRANJA,X40,XX,X4,A,0,999
X408,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A ANALGESICOS NO NARCOTICOS ANTIPIRETICOS Y ANTIRREUMATICOS: OTRO LUGAR ESPECIFICADO,X40,XX,X4,A,0,999
X409,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A ANALGESICOS NO NARCOTICOS ANTIPIRETICOS Y ANTIRREUMATICOS: LUGAR NO ESPECIFICADO,X40,XX,X4,A,0,999
X410,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A DROGAS ANTIEPILEPTICAS SEDANTES HIPNOTICAS ANTIPARKINSONIANAS Y PSICOTROPICAS NO CLASIFICADAS EN OTRA PARTE: VIVIENDA,X41,XX,X4,A,0,999
X411,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A DROGAS ANTIEPILEPTICAS SEDANTES HIPNOTICAS ANTIPARKINSONIANAS Y PSICOTROPICAS NO CLASIFICADAS EN OTRA PARTE: INSTITUCION RESIDENCIAL,X41,XX,X4,A,0,999
X412,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A DROGAS ANTIEPILEPTICAS SEDANTES HIPNOTICAS ANTIPARKINSONIANAS Y PSICOTROPICAS NO CLASIFICADAS EN OTRA PARTE: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS,X41,XX,X4,A,0,999
X413,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A DROGAS ANTIEPILEPTICAS SEDANTES HIPNOTICAS ANTIPARKINSONIANAS Y PSICOTROPICAS NO CLASIFICADAS EN OTRA PARTE: AREAS DE DEPORTE Y ATLETISMO,X41,XX,X4,A,0,999
X414,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A DROGAS ANTIEPILEPTICAS SEDANTES HIPNOTICAS ANTIPARKINSONIANAS Y PSICOTROPICAS NO CLASIFICADAS EN OTRA PARTE: CALLES Y CARRETERAS,X41,XX,X4,A,0,999
X415,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A DROGAS ANTIEPILEPTICAS SEDANTES HIPNOTICAS ANTIPARKINSONIANAS Y PSICOTROPICAS NO CLASIFICADAS EN OTRA PARTE: COMERCIO Y AREA DE SERVICIO,X41,XX,X4,A,0,999
X416,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A DROGAS ANTIEPILEPTICAS SEDANTES HIPNOTICAS ANTIPARKINSONIANAS Y PSICOTROPICAS NO CLASIFICADAS EN OTRA PARTE: AREA INDUSTRIAL Y DE LA CONSTRUCCION,X41,XX,X4,A,0,999
X417,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A DROGAS ANTIEPILEPTICAS SEDANTES HIPNOTICAS ANTIPARKINSONIANAS Y PSICOTROPICAS NO CLASIFICADAS EN OTRA PARTE: GRANJA,X41,XX,X4,A,0,999
X418,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A DROGAS ANTIEPILEPTICAS SEDANTES HIPNOTICAS ANTIPARKINSONIANAS Y PSICOTROPICAS NO CLASIFICADAS EN OTRA PARTE: OTRO LUGAR ESPECIFICADO,X41,XX,X4,A,0,999
X419,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A DROGAS ANTIEPILEPTICAS SEDANTES HIPNOTICAS ANTIPARKINSONIANAS Y PSICOTROPICAS NO CLASIFICADAS EN OTRA PARTE: LUGAR NO ESPECIFICADO,X41,XX,X4,A,0,999
X420,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS] NO CLASIFICADOS EN OTRA PARTE: VIVIENDA,X42,XX,X4,A,0,999
X421,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS] NO CLASIFICADOS EN OTRA PARTE: INSTITUCION RESIDENCIAL,X42,XX,X4,A,0,999
X422,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS] NO CLASIFICADOS EN OTRA PARTE: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS,X42,XX,X4,A,0,999
X423,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS] NO CLASIFICADOS EN OTRA PARTE: AREAS DE DEPORTE Y ATLETISMO,X42,XX,X4,A,0,999
X424,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS] NO CLASIFICADOS EN OTRA PARTE: CALLES Y CARRETERAS,X42,XX,X4,A,0,999
X425,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS] NO CLASIFICADOS EN OTRA PARTE: COMERCIO Y AREA DE SERVICIOS,X42,XX,X4,A,0,999
X426,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS] NO CLASIFICADOS EN OTRA PARTE: AREA INDUSTRIAL Y DE LA CONSTRUCCION,X42,XX,X4,A,0,999
X427,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS] NO CLASIFICADOS EN OTRA PARTE: GRANJA,X42,XX,X4,A,0,999
X428,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS] NO CLASIFICADOS EN OTRA PARTE: OTRO LUGAR ESPECIFICADO,X42,XX,X4,A,0,999
X429,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS] NO CLASIFICADOS EN OTRA PARTE: LUGAR NO ESPECIFICADO,X42,XX,X4,A,0,999
X430,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO: VIVIENDA,X43,XX,X4,A,0,999
X431,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO: INSTITUCION RESIDENCIAL,X43,XX,X4,A,0,999
X432,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS,X43,XX,X4,A,0,999
X433,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO: AREAS DE DEPORTE Y ATLETISMO,X43,XX,X4,A,0,999
X434,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO: CALLES Y CARRETERAS,X43,XX,X4,A,0,999
X435,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO: COMERCIO Y AREA DE SERVICIO,X43,XX,X4,A,0,999
X436,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO: AREA INDUSTRIAL Y DE LA CONSTRUCCION,X43,XX,X4,A,0,999
X437,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO: GRANJA,X43,XX,X4,A,0,999
X438,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO: OTRO LUGAR ESPECIFICADO,X43,XX,X4,A,0,999
X439,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO: LUGAR NO ESPECIFICADO,X43,XX,X4,A,0,999
X440,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTRAS DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS Y LOS NO ESPECIFICADOS: VIVIENDA,X44,XX,X4,A,0,999
X441,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTRAS DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS Y LOS NO ESPECIFICADOS: INSTITUCION RESIDENCIAL,X44,XX,X4,A,0,999
X442,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTRAS DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS Y LOS NO ESPECIFICADOS: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS,X44,XX,X4,A,0,999
X443,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTRAS DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS Y LOS NO ESPECIFICADOS: AREAS DE DEPORTE Y ATLETISMO,X44,XX,X4,A,0,999
X444,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTRAS DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS Y LOS NO ESPECIFICADOS: CALLES Y CARRETERAS,X44,XX,X4,A,0,999
X445,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTRAS DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS Y LOS NO ESPECIFICADOS: COMERCIO Y AREA DE SERVICIOS,X44,XX,X4,A,0,999
X446,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTRAS DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS Y LOS NO ESPECIFICADOS: AREA INDUSTRIAL Y DE LA CONSTRUCCION,X44,XX,X4,A,0,999
X447,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTRAS DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS Y LOS NO ESPECIFICADOS: GRANJA,X44,XX,X4,A,0,999
X448,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTRAS DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS Y LOS NO ESPECIFICADOS: OTRO LUGAR ESPECIFICADO,X44,XX,X4,A,0,999
X449,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTRAS DROGAS MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS Y LOS NO ESPECIFICADOS: LUGAR NO ESPECIFICADO,X44,XX,X4,A,0,999
X450,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION AL ALCOHOL: VIVIENDA,X45,XX,X4,A,0,999
X451,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION AL ALCOHOL: INSTITUCION RESIDENCIAL,X45,XX,X4,A,0,999
X452,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION AL ALCOHOL: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS,X45,XX,X4,A,0,999
X453,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION AL ALCOHOL: AREAS DE DEPORTE Y ATLETISMO,X45,XX,X4,A,0,999
X454,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION AL ALCOHOL: CALLES Y CARRETERAS,X45,XX,X4,A,0,999
X455,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION AL ALCOHOL: COMERCIO Y AREAS DE SERVICIO,X45,XX,X4,A,0,999
X456,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION AL ALCOHOL: AREA INDUSTRIAL Y DE LA CONSTRUCCION,X45,XX,X4,A,0,999
X457,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION AL ALCOHOL: GRANJA,X45,XX,X4,A,0,999
X458,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION AL ALCOHOL: OTRO LUGAR ESPECIFICADO,X45,XX,X4,A,0,999
X459,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION AL ALCOHOL: LUGAR NO ESPECIFICADO,X45,XX,X4,A,0,999
X460,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES: VIVIENDA,X46,XX,X4,A,1,999
X461,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES: INSTITUCION RESIDENCIAL,X46,XX,X4,A,1,999
X462,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS,X46,XX,X4,A,1,999
X463,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES: AREAS DE DEPORTE Y ATLETISMO,X46,XX,X4,A,1,999
X464,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES: CALLES Y CARRETERAS,X46,XX,X4,A,1,999
X465,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES: COMERCIO Y AREA DE SERVICIOS,X46,XX,X4,A,1,999
X466,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES: AREA INDUSTRIAL Y DE LA CONSTRUCCION,X46,XX,X4,A,1,999
X467,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES: GRANJA,X46,XX,X4,A,1,999
X468,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES: OTRO LUGAR ESPECIFICADO,X46,XX,X4,A,1,999
X469,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES: LUGAR NO ESPECIFICADO,X46,XX,X4,A,1,999
X470,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTROS GASES Y VAPORES: VIVIENDA,X47,XX,X4,A,0,999
X471,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTROS GASES Y VAPORES: INSTITUCION RESIDENCIAL,X47,XX,X4,A,0,999
X472,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTROS GASES Y VAPORES: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS,X47,XX,X4,A,0,999
X473,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTROS GASES Y VAPORES: AREAS DE DEPORTE Y ATLETISMO,X47,XX,X4,A,0,999
X474,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTROS GASES Y VAPORES: CALLES Y CARRETERAS,X47,XX,X4,A,0,999
X475,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTROS GASES Y VAPORES: COMERCIO Y AREA DE SERVICIOS,X47,XX,X4,A,0,999
X476,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTROS GASES Y VAPORES: AREA INDUSTRIAL Y DE LA CONSTRUCCION,X47,XX,X4,A,0,999
X477,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTROS GASES Y VAPORES: GRANJA,X47,XX,X4,A,0,999
X478,ENVENENAMIENTO ACCIDENTAL POR Y EXPOSICION A OTROS GASES Y VAPORES: OTRO LUGAR ESPECIFICADO,X47,XX,X4,A,0,999
