CODIGO CUPS,DESCRIPCION DEL PROCEDIMIENTO,Codigo Sistema CUPS,,Codigo Grupo CUPS,,Codigo Ambito CUPS,Codigo Sexo CUPS,Codigo Nivel Atencion
930200,EVALUACION ORT?SICA SOD,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
930300,EVALUACION PROTESICA EN EXTREMIDADES SOD,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
930400,EVALUACION DE FUNCION OSTEOMUSCULAR SOD +,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
930801,ELECTROMIOGRAFIA CON ELECTRODO DE FIBRA UNICA,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
930810,ELECTROMIOGRAFÍA LARINGEA,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
930820,ELECTROMIOGRAFÍA EN CARA,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
930860,ELECTROMIOGRAFÍA EN CADA EXTREMIDAD UNO O MAS MUSCULOS,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
930900,OTROS PROCEDIMIENTOS DIAGNOSTICOS EN DESEMPEnO FUNCIONAL Y REHABILITACION SOD +,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
931000,TERAPIA FISICA INTEGRAL SOD +,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
931100,MODALIDADES CINETICAS DE TERAPIA SOD +,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
931500,MODALIDADES ELECTRICAS Y ELECTROMAGNETICAS DE TERAPIA SOD +,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
931600,MODALIDADES MECANICAS DE TERAPIA SOD +,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
931700,MODALIDADES NEUMATICAS DE TERAPIA SOD +,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
932400,DISEnO ADECUACION Y ENTRENAMIENTO EN USO DE TECNOLOGIA DE REHABILITACIÓN SOD +,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
933300,TERAPIA MODALIDADES HIDRAULICAS E HIDRICAS SOD +,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
933500,TERAPIA DE REHABILITACION PULMONAR SOD º,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
933600,TERAPIA DE REHABILITACION CARDIACA SOD +,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
933700,ENTRENAMIENTO PRE PERI Y POST PARTO SOD +,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
933900,TERAPIA DE INTEGRACION SENSORIAL SOD º,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
934100,TRACCION ESPINAL CON EMPLEO DE DISPOSITIVO CRANEAL SOD,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
934201,TRACCION CUTANEA PARA DESCOMPRESION DE CANAL RAQUIDEO SEGMENTO LUMBAR +,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
934600,TRACCION CUTANEA DE MIEMBROS SOD,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
935000,INMOVILIZACION PRESION Y CUIDADO DE HERIDA SOD,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
935100,APLICACIÓN DE VENDAJE ENYESADO SOD +,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
935201,APLICACIÓN O CAMBIO DE SOPORTE CERVICAL MOLDEADO +,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
935202,APLICACIÓN O CAMBIO DE SOPORTE CERVICAL PREVIAMENTE FABRICADO +,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
935301,APLICACION O CAMBIO DE YESO PARA INMOVILIZACION EN MIEMBRO SUPERIOR EXCEPTO MANO,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
935302,APLICACION O CAMBIO DE YESO PARA INMOVILIZACION EN MANO,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
935303,APLICACION O CAMBIO DE YESO O ARNES EN TORAX YO PELVIS,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
935304,APLICACION O CAMBIO DE YESO PARA INMOVILIZACION EN MIEMBRO INFERIOR MUSLO PIERNA O TOBILLO,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
935305,APLICACION O CAMBIO DE YESO EN PIE,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
935306,APLICACION O CAMBIO DE YESO ESPICA ARNES O ALMOHADILLA PARA INMOVILIZACION DE PELVIS CADERA,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
935307,APLICACION O CAMBIO DE YESO PARA INMOVILIZACION DE PELVIS CADERA Y COCCIX,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
935400,APLICACION DE FERULA SOD,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
935500,APLICACION DE ALAMBRE DENTAL SOD,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
935600,APLICACION DE VENDAJE DE PRESION VENDA DE GIBNEY ROBERT JONES SHANTZ SOD+,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
935700,APLICACION DE OTRO VENDAJE NO COMPRESIVO EN HERIDA SOD,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
935901,APLICACION DE VENDAJE DE VELPEAU +,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
936100,TRATAMIENTO MANIPULATIVO OSTEOPATICO PARA MOVILIZACION GENERAL TRATAMIENTO GENERAL DE ARTICULACIONES SOD,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
936200,TRATAMIENTO MANIPULATIVO OSTEOPATICO CON EMPLEO DE FUERZAS DE ALTA VELOCIDAD Y BAJA AMPLITUD FUERZAS DE EMPUJE SOD,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
936300,TRATAMIENTO MANIPULATIVO OSTEOPATICO CON EMPLEO DE FUERZAS DE BAJA VELOCIDAD Y ALTA AMPLITUD FUERZAS DE RESORTE SOD,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
936400,TRATAMIENTO MANIPULATIVO OSTEOPATICO CON EMPLEO DE FUERZAS ISOTONICAS E ISOMETRICAS SOD,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
936500,TRATAMIENTO MANIPULATIVO OSTEOPATICO CON EMPLEO DE FUERZAS INDIRECTAS SOD,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
936600,TRATAMIENTO MANIPULATIVO OST EOPATICO PARA DESPLAZAR LIQUIDOS DE TEJIDOS BOMBA LINFATICA SOD,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
936800,INMOVILIZACION O MANIPULACION ARTICULAR INESPECÍFICA SOD +,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
937000,TERAPIA FONOAUDIOLOGICA INTEGRAL SOD º,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
937101,TERAPIA FONOAUDIOLOGICA PARA PROBLEMAS EVOLUTIVOS Y ADQUIRIDOS DEL LENGUAJE ORAL Y ESCRITO +,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
937200,TERAPIA FONOAUDIOLOGICA PARA DESORDENES DEL HABLA VOZ FLUIDEZ ARTICULACION RESONANCIA SOD,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
937300,TERAPIA FONOAUDIOLOGICA PARA DESOR DENES AUDITIVOS COMUNICATIVOS SOD,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
937400,TERAPIA FONOAUDIOLOGICA PARA DESORDENES COGNITIVO COMUNICATIVOS SOD,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
937500,OTRO ADIESTRAMIENTO Y TERAPIA DEL HABLA SOD,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
938300,TERAPIA OCUPACIONAL INTEGRAL SOD º,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
938301,ENTRENAMIENTO FUNCIONAL EN AUTOCUIDADO ACTIVIDADES BASICAS COTIDIANAS+,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
938302,TERAPIA OCUPACIONAL EN MANEJO ADECUADO DE TIEMPO LIBRE Y JUEGOº,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
938310,ENTRENAMIENTO FUNCIONAL EN INTEGRACION LABORAL Y SOCIAL NCOC +,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
938501,REHABILITACION PROFESIONAL VOCACIONAL FAMILIAR ESCOLAR YO LABORAL +,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
938610,REHABILITACION FUNCIONAL DE LA DEFICIENCIADISCAPACIDAD TRANSITORIA LEVE NCOC,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
938611,REHABILITACION FUNCIONAL DE LA DEFICIENCIADISCAPACIDAD TRANSITORIA MODERADA NCOC,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
938612,REHABILITACION FUNCIONAL DE LA DEFICIENCIADISCAPACIDAD TRANSITORIA SEVERA NCOC,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
938660,REHABILITACION FUNCIONAL DE LA DEFICIENCIADISCAPACIDAD DEFINITIVA LEVE NCOC,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
938661,REHABILITACION FUNCIONAL DE LA DEFICIENCIADISCAPACIDAD DEFINITIVA MODERADA NCOC,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
938662,REHABILITACION FUNCIONAL DE LA DEFICIENCIADISCAPACIDAD DEFINITIVA SEVERA NCOC,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
939000,RESPIRACION DE PRESION POSITIVA CONTINUA RPPC SOD,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
939100,RESPIRACION DE PRESION POSITIVA INTERMITENTE RPPI SOD,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
939300,METODOS DE RESUCITACION NO MECANICOS RESPIRACION ARTIFICIAL BOCA A BOCA MANUAL SOD,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
939400,TERAPIA RESPIRATORIA INTEGRAL SOD,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
939401,MEDICACION RESPIRATORIA ADMINISTRADA MEDIANTE NEBULIZACION AEROSOLTERAPIA,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
939402,NEBULIZACION,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
939500,OXIGENACION HIPERBARICA SOD,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
939601,OTRA TERAPIA CON OXIGENO EFECTO CITOREDUCTIVO OXIGENADORES TERAPIA CATALITICA POR OXIGENO TERAPIA CON OXIGENO NCOC,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
939700,CAMARA DE DESCOMPRESION SOD,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
939800,OTRO CONTROL DE PRESION Y COMPOSICION ATMOSFERICA TERAPIA CON HELIO Y AIRE ACONDICIONADO LIBRE DE ANTÍGENOS SOD,20,Desempeño Funcional y Rehabilitación,15,Terapias y Rehabiltacion,Z,A,SD
940100,ADMINISTRACION APLICACION DE PRUEBA DE INTELIGENCIA CUALQUIER TIPO SOD,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,Z,A,SD
940200,ADMINISTRACION APLICACION DE PRUEBA DE PERSONALIDAD CUALQUIER TIPO SOD,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,Z,A,SD
940301,EVALUACION EN ALTERACIONES EMOCIONALES YO DE CONDUCTA º,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,Z,A,SD
940700,ADMINISTRACION APLICACION DE PRUEBA NEUROPSICOLOGICA CUALQUIER TIPO SOD,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,Z,A,SD
940900,DETERMINACIÓN DEL ESTADO MENTAL POR PSICOLOGÍA SOD +,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,Z,A,SD
941100,DETERMINACIÓN DEL ESTADO MENTAL POR PSIQUIATR?A SOD +,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,Z,A,SD
941301,OTRA ENTREVISTA Y EVALUACION PSIQUIATRICAS NCOC,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,Z,A,SD
941400,EVALUACION DE SALUD MENTAL POR EQUIPO INTERDISCIPLINARIO SOD,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,Z,A,SD
942600,TERAPIA ELECTROCONVULSIVA CON ANESTESIA Y RELAJACIONES TECAR SOD +,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,Z,A,SD
943101,PSICOTERAPIA INDIVIDUAL POR PSIQUIATRIA,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,Z,A,SD
943102,PSICOTERAPIA INDIVIDUAL POR PSICOLOGIA,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,Z,A,SD
943500,INTERVENCION EN CRISIS SOD,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,Z,A,SD
944001,PSICOTERAPIA DE PAREJA POR PSIQUIATRIA,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,A,A,SD
944002,PSICOTERAPIA DE PAREJA POR PSICOLOGIA,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,A,A,SD
944101,PSICOTERAPIA FAMILIAR POR PSIQUIATRIA,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,A,A,SD
944102,PSICOTERAPIA FAMILIAR POR PSICOLOGIA,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,A,A,SD
944201,PSICOTERAPIA DE GRUPO POR PSIQUIATRIA +,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,A,A,SD
944202,PSICOTERAPIA DE GRUPO POR PSICOLOGIA+,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,A,A,SD
944901,INTERVENCION EN SALUD MENTAL COMUNITARIA POR MEDICINA GENERAL º,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,A,A,SD
944902,INTERVENCION EN SALUD MENTAL COMUNITARIA POR PSIQUIATRIA +,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,A,A,SD
944903,INTERVENCION EN SALUD MENTAL COMUNITARIA POR ENFERMERIA +,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,A,A,SD
944904,INTERVENCION EN SALUD MENTAL COMUNITARIA POR PSICOLOGIA +,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,A,A,SD
944905,INTERVENCION EN SALUD MENTAL COMUNITARIA POR TRABAJO SOCIAL +,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,A,A,SD
944906,INTERVENCION EN SALUD MENTAL COMUNITARIA POR TERAPIA OCUPACIONAL +,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,A,A,SD
944910,INTERVENCION EN SALUD MENTAL COMUNITARIA POR OTRO PROFESIONAL DE LA SALUD º,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,A,A,SD
944915,INTERVENCION EN SALUD MENTAL COMUNITARIA POR EQUIPO INTERDISCIPLINARIO º,21,Salud Mental   Evaluación y Pruebas Psicologicas,15,Terapias y Rehabiltacion,A,A,SD
950100,EVALUACION ORTOPTICA SOD,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
950200,EVALUACION DE BAJA VISION SOD,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
950310,INTERFEROMETRIA,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
950501,ESTUDIO DE CAMPO VISUAL CENTRAL Y PERIFERICO CONVENCIONAL,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
950505,ESTUDIO DE CAMPO VISUAL CENTRAL O PERIFERICO COMPUTARIZADO,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
950601,MEDICION DE AGUDEZA VISUAL º,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
950610,RECUENTO DE CELULAS ENDOTELIALES +,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
951101,FOTOGRAFIA A COLOR DE SEGMENTO ANTERIOR YO POSTERIOR DEL OJO +,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
951200,ANGIORRETINOFLUORESCEINOGRAFIA SOD +,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
951301,ULTRASONOGRAFIA OCULAR MODO A Y B CON CONTENIDO ORBITARIO Y TRANSDUCTOR DE 7 MHZ O MAS ûACR +,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
951321,DUPLEX SCANNING DOPPLER ECOGRAFIA DE VASOS OCULARES ARTERIA Y VENA CENTRAL DE RETINA ARTERIA OFTALMICA Y VASOS CILIA,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
951401,ESTUDIO RADIOLOGICO DE OJO NCOC +,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
951500,TOPOGRAFIA CORNEAL COMPUTARIZADA SOD,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
951701,FLUOROSCOPIA GUIA EN PROCEDIMIENTOS INTERVENCIONISTAS DE OJO +,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
951800,OCULOPLETISMOGRAFIA SOD,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
952000,BIOMETRIA OCULAR SOD,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
952100,ELECTRORRETINOGRAFIA SOD,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
952200,ELECTROOCULOGRAMA SOD,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
952301,POTENCIALES EVOCADOS VISUALES UNI O BILATERALES,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
952400,ELECTRONISTAGMOGRAFIA ENG O FOTOELECTRONISTAGMOGRAFIA SOD,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
952500,PAQUIMETRIA SOD,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
952601,TONOGRAFIA OCULAR CON PRUEBAS PROVOCATIVAS,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
952900,PRUEBA DE PROVOCACION CONJUNTIVAL CON ALERGENOS ESPECIFICOS SOD,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
953400,ADAPTACION DE PROTESIS OCULARES SOD,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
953501,TERAPIA ORTOPTICA +,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
953502,TERAPIA PLEOPTICA +,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
953800,BETATERAPIA SOD +,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
954100,AUDIOMETRIA SOD º,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
954101,REACTOMETRÍA +,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
954102,AUDIOMETRIA POR OBSERVACIÓN DEL COMPORTAMIENTO BOA +,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
954103,AUDIOMETRÍA POR REFUERZO VISUAL VRA +,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
954104,AUDIOMETRIA POR JUEGO CONDICIONADO +,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
954105,LOGOAUDIOMETRIA POR SEnALAMIENTO DE LAMINAS Y REPETICION DE PALABRAS +,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
954106,MEDIDAS DE COMUNICACIÓN FUNCIONAL º,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
954107,AUDIOMETRÍA DE TONOS PUROS A?REOS Y OSEOS CON EMASCARAMIENTO AUDIOMETRIA TONAL +,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
954301,LOGOAUDIOMETRÍA +,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
954302,IMITANCIA ACUSTICA IMPEDANCIOMETRIA +,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
954303,MEDICION DEL UMBRAL DEL REFLEJO ESTAPEDIAL IPSILATERAL Y CONTRALATERAL º,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
954310,PRUEBAS DE CONTEXTO CERRADO Y CONTEXTO ABIERTO DISCRIMINACIONº,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
954311,PRUEBAS DE DESÊRDENES DEL PROCESAMIENTO AUDITIVO CENTRALº,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
954312,PRUEBAS DE SIMULACIÓN Y DISIMULACIÓN º,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
954313,PRUEBAS DE RECLUTAMIENTO º,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
954314,PRUEBAS DE FATIGA ACÚSTICA º,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
954400,PRUEBAS CL INICAS DE LA FUNCION VESTIBULAR SOD º,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
954601,EMISIONES OTOACUSTICAS +,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
954602,ELECTROCOCLEOGRAFIA ECOG +,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
954603,PROETZ DESPLAZAMIENTO,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
954604,ELECTRONEURONOGRAFÍA ENOG º,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
954610,LIBERACION Y REPOSICIONAMIENTO CANALICULAR TERAPIA DE REHABILITACION VESTIBULAR PERIFERICA º,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
954620,PRUEBA DE PROMONTORIO +,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,15,Terapias y Rehabiltacion,Z,A,SD
954621,POTENCIALES EVOCADOS AUDITIVOS +,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,10,Otros Procedimientos,Z,A,SD
954622,POTENCIALES EVOCADOS AUDITIVOS DE TALLO CEREBRAL º,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,10,Otros Procedimientos,Z,A,SD
954801,EVALUACION Y ADAPTACION DE PROTESIS Y AYUDAS AUDITIVAS +,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,10,Otros Procedimientos,Z,A,SD
954802,MONITOREO DE PROTESIS Y AYUDAS AUDITIVAS +,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,10,Otros Procedimientos,Z,A,SD
954901,FOTOGRAFIA DEL PABELLON AURICULAR PREQUIRURGICA EN OTOPLASTIAS O RECONSTRUCCION +,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,10,Otros Procedimientos,Z,A,SD
954902,AJUSTE DE COMPONENTES EXTERNOS DE PROTESIS COCLEAR,22,Diagnostico y Tratamiento en Sistema Visual y Auditivo,10,Otros Procedimientos,Z,A,SD
960100,INSERCION DE VIA AEREA NASOFARINGEA SOD,23,Otros Procedimientos No QX  Intubación E Irrigación no Quirugica,10,Otros Procedimientos,Z,A,SD
